order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00010168,17-08-2024,P0097,S036,C000528,1,4.29,0,4.29,2.65,1.64
0RD00010169,20-05-2023,P0049,S072,C015114,1,11.78,0.15,10.01,6.7,3.31
0RD00010170,12-10-2024,P0190,S006,C022049,1,10.5,0,10.5,5.97,4.53
0RD00010171,04-08-2024,P0057,S035,C023439,1,3.58,0,3.58,1.93,1.65
0RD00010172,11-01-2023,P0194,S051,C004943,1,5.68,0,5.68,3.33,2.35
0RD00010173,23-12-2024,P0124,S034,C007667,3,3.96,0,11.88,6.59,5.29
0RD00010174,21-01-2024,P0112,S030,C001327,5,5.92,0,29.6,14.94,14.66
0RD00010175,27-11-2023,P0175,S084,C025476,1,4.09,0,4.09,2.11,1.98
0RD00010176,03-12-2024,P0032,S038,C012995,4,3.05,0,12.2,7.78,4.42
0RD00010177,12-05-2023,P0170,S071,C007223,5,5.96,0,29.8,20.76,9.04
0RD00010178,19-10-2023,P0174,S062,C003192,1,14.06,0,14.06,8.26,5.8
0RD00010179,10-12-2023,P0104,S029,C004422,4,3.32,0,13.28,7.23,6.05
0RD00010180,04-05-2023,P0104,S062,C028257,3,6.04,0.1,16.31,9.97,6.34
0RD00010181,06-05-2024,P0161,S084,C048172,2,10.05,0,20.1,11.82,8.28
0RD00010182,03-04-2023,P0187,S031,C025542,1,4.95,0,4.95,2.93,2.02
0RD00010183,10-12-2023,P0115,S090,C031294,3,12.91,0.15,32.92,19.34,13.58
0RD00010184,04-10-2023,P0105,S015,C014387,4,14.56,0,58.24,31.69,26.55
0RD00010185,11-09-2024,P0148,S004,C010623,4,10.01,0,40.04,20.74,19.3
0RD00010186,16-05-2024,P0152,S055,C034669,4,12.81,0,51.24,35.87,15.37
0RD00010187,24-04-2023,P0093,S044,C049951,5,13.42,0.15,57.03,34.72,22.32
0RD00010188,04-08-2024,P0103,S024,C027768,4,7.31,0,29.24,18.87,10.37
0RD00010189,15-10-2023,P0168,S024,C010846,5,5.26,0.15,22.35,12.34,10.02
0RD00010190,02-04-2024,P0034,S082,C027440,1,14.35,0,14.35,8.46,5.89
0RD00010191,09-08-2024,P0044,S009,C026169,3,10.11,0,30.33,17.72,12.61
0RD00010192,25-02-2024,P0094,S066,C010352,4,4.83,0,19.32,10.09,9.23
0RD00010193,01-01-2024,P0006,S076,C016229,5,4.38,0,21.9,14.69,7.21
0RD00010194,27-08-2024,P0062,S078,C047086,1,6.61,0.15,5.62,3.7,1.91
0RD00010195,12-05-2023,P0073,S043,C006318,5,6.68,0,33.4,23.2,10.2
0RD00010196,06-09-2023,P0055,S055,C027261,5,3.28,0.2,13.12,7.16,5.96
0RD00010197,06-09-2023,P0136,S072,C039585,1,8.04,0.15,6.83,4.75,2.08
0RD00010198,03-09-2023,P0104,S030,C047257,3,13.89,0.1,37.5,25.54,11.96
0RD00010199,30-12-2024,P0019,S023,C028783,1,7.32,0,7.32,4.66,2.66
0RD00010200,20-10-2024,P0104,S022,C030344,2,12.24,0,24.48,16.3,8.18
0RD00010201,23-03-2023,P0050,S058,C049637,3,9.61,0.1,25.95,14.65,11.3
0RD00010202,02-01-2024,P0094,S099,C048352,1,5.47,0.15,4.65,3.04,1.61
0RD00010203,19-05-2024,P0027,S059,C040659,2,4.67,0,9.34,5.19,4.15
0RD00010204,13-01-2024,P0012,S065,C017614,1,11.23,0,11.23,7.09,4.14
0RD00010205,27-10-2023,P0128,S074,C040515,4,6.71,0,26.84,15.33,11.51
0RD00010206,20-04-2023,P0035,S015,C004562,1,4.07,0,4.07,2.82,1.25
0RD00010207,13-11-2024,P0127,S039,C027695,3,8.36,0,25.08,16.26,8.82
0RD00010208,02-08-2024,P0141,S007,C044040,4,12.28,0,49.12,29.79,19.33
0RD00010209,27-12-2023,P0184,S007,C016651,1,3.78,0.1,3.4,1.98,1.42
0RD00010210,25-10-2024,P0075,S015,C049440,2,14.09,0,28.18,17.79,10.39
0RD00010211,11-10-2023,P0156,S007,C005983,1,8.3,0,8.3,4.51,3.79
0RD00010212,22-10-2024,P0187,S095,C027537,2,10.46,0,20.92,11.25,9.67
0RD00010213,13-09-2024,P0140,S063,C028365,3,11.77,0.2,28.25,19.23,9.02
0RD00010214,13-05-2023,P0099,S052,C018688,1,5.27,0.2,4.22,2.76,1.45
0RD00010215,14-04-2023,P0179,S019,C025820,4,3.69,0.1,13.28,9.06,4.22
0RD00010216,24-04-2023,P0081,S099,C023825,3,11.82,0.2,28.37,14.65,13.72
0RD00010217,21-04-2023,P0017,S014,C040494,4,10.73,0,42.92,25.85,17.07
0RD00010218,18-06-2023,P0138,S051,C006304,4,6.6,0,26.4,16.88,9.52
0RD00010219,10-03-2024,P0011,S065,C010904,4,10.07,0,40.28,27.87,12.41
0RD00010220,11-01-2023,P0070,S091,C042299,2,3.22,0,6.44,3.55,2.89
0RD00010221,28-04-2023,P0160,S018,C037178,3,11.88,0,35.64,18.97,16.67
0RD00010222,08-03-2023,P0098,S027,C009899,2,11.36,0,22.72,15,7.72
0RD00010223,26-04-2024,P0168,S009,C020215,1,10.18,0,10.18,5.72,4.46
0RD00010224,27-09-2023,P0110,S058,C007388,1,9.01,0.1,8.11,4.9,3.21
0RD00010225,05-09-2024,P0084,S022,C011488,5,11.25,0.2,45,30.99,14.01
0RD00010226,29-03-2024,P0176,S098,C023685,5,12.16,0.2,48.64,32.43,16.21
0RD00010227,20-12-2023,P0124,S010,C015668,2,11.12,0,22.24,15.15,7.09
0RD00010228,30-05-2023,P0121,S022,C015694,4,10,0.15,34,20.61,13.39
0RD00010229,18-11-2023,P0175,S085,C008601,4,13.27,0,53.08,31.12,21.96
0RD00010230,07-07-2024,P0159,S043,C002524,5,12.22,0.1,54.99,33.29,21.7
0RD00010231,25-12-2024,P0081,S062,C029844,3,7.63,0,22.89,11.68,11.21
0RD00010232,24-10-2024,P0024,S070,C038992,5,4.22,0,21.1,14.1,7
0RD00010233,31-05-2023,P0019,S069,C044749,3,7.89,0,23.67,14.6,9.07
0RD00010234,17-09-2024,P0137,S007,C025091,4,3.91,0,15.64,8.54,7.1
0RD00010235,14-02-2023,P0103,S002,C037384,3,5.97,0,17.91,12.28,5.63
0RD00010236,04-08-2024,P0011,S008,C009820,1,12.31,0,12.31,8.01,4.3
0RD00010237,05-09-2023,P0117,S089,C041918,2,14.8,0,29.6,17.96,11.64
0RD00010238,20-07-2023,P0146,S091,C013963,4,3.03,0.1,10.91,5.47,5.43
0RD00010239,22-08-2023,P0169,S069,C036300,3,10.86,0,32.58,16.83,15.75
0RD00010240,23-02-2024,P0103,S036,C045335,1,4.27,0,4.27,2.5,1.77
0RD00010241,22-02-2023,P0063,S087,C036751,2,8.29,0,16.58,9.02,7.56
0RD00010242,18-04-2024,P0091,S006,C049720,3,11.19,0,33.57,19.14,14.43
0RD00010243,07-06-2024,P0046,S065,C021148,1,3.1,0,3.1,1.9,1.2
0RD00010244,17-09-2024,P0032,S071,C027275,5,12.09,0,60.45,37.5,22.95
0RD00010245,03-06-2023,P0167,S057,C043445,1,4.65,0,4.65,2.56,2.09
0RD00010246,09-08-2024,P0044,S018,C008212,4,13.85,0,55.4,31.78,23.62
0RD00010247,07-08-2024,P0156,S096,C042681,1,11.56,0.1,10.4,5.96,4.44
0RD00010248,23-02-2023,P0062,S056,C029634,1,4.32,0,4.32,2.85,1.47
0RD00010249,10-05-2024,P0098,S052,C004916,4,14.1,0,56.4,38.33,18.07
0RD00010250,18-12-2023,P0104,S085,C006155,4,14.07,0.2,45.02,27.74,17.29
0RD00010251,11-07-2024,P0034,S049,C034232,5,5.74,0.1,25.83,15.52,10.31
0RD00010252,13-06-2023,P0097,S017,C020925,5,13.95,0,69.75,35.65,34.1
0RD00010253,15-11-2023,P0150,S047,C036414,2,4.8,0,9.6,5.16,4.44
0RD00010254,30-03-2024,P0146,S017,C036644,4,9.78,0.1,35.21,17.76,17.45
0RD00010255,21-11-2024,P0193,S100,C024419,2,9.38,0,18.76,9.48,9.28
0RD00010256,30-03-2024,P0101,S052,C014270,2,7.57,0,15.14,7.87,7.27
0RD00010257,26-06-2023,P0164,S058,C013403,1,6.07,0.15,5.16,3.19,1.96
0RD00010258,18-01-2024,P0052,S088,C027193,3,4.13,0,12.39,7.06,5.33
0RD00010259,16-09-2024,P0159,S047,C014895,3,5.63,0.2,13.51,8.11,5.4
0RD00010260,28-05-2024,P0047,S036,C035533,3,9.22,0.2,22.13,12.1,10.03
0RD00010261,27-11-2024,P0001,S064,C041106,3,13.98,0,41.94,25.95,15.99
0RD00010262,03-11-2024,P0140,S081,C018950,5,13.6,0.1,61.2,41.14,20.06
0RD00010263,01-09-2024,P0007,S051,C005263,2,13.73,0,27.46,15.33,12.13
0RD00010264,25-06-2024,P0045,S013,C047034,2,10.33,0,20.66,13.38,7.28
0RD00010265,31-05-2024,P0049,S033,C026294,5,10.07,0,50.35,33.02,17.33
0RD00010266,09-10-2023,P0045,S064,C013723,3,11.18,0,33.54,22.39,11.15
0RD00010267,03-11-2023,P0053,S034,C003976,1,13.9,0,13.9,7.48,6.42
0RD00010268,22-11-2024,P0190,S073,C045649,2,13.04,0.15,22.17,12.06,10.11
0RD00010269,05-08-2024,P0064,S074,C013262,4,8.52,0,34.08,19.65,14.43
0RD00010270,31-05-2024,P0130,S065,C034462,1,11.54,0,11.54,6.86,4.68
0RD00010271,13-05-2024,P0107,S048,C019374,2,6.72,0.1,12.1,8,4.09
0RD00010272,13-08-2024,P0073,S026,C012779,5,11.42,0,57.1,39.63,17.47
0RD00010273,01-09-2024,P0068,S090,C049210,1,7,0.1,6.3,3.26,3.04
0RD00010274,14-11-2024,P0038,S049,C043276,4,10.1,0.1,36.36,20.49,15.87
0RD00010275,05-08-2023,P0121,S027,C038093,3,8.75,0,26.25,15.39,10.86
0RD00010276,19-12-2023,P0043,S077,C039891,3,12.38,0,37.14,25.3,11.84
0RD00010277,25-04-2023,P0190,S023,C023418,5,12.19,0,60.95,38.9,22.05
0RD00010278,15-06-2023,P0080,S010,C000640,2,9.23,0,18.46,9.75,8.71
0RD00010279,03-04-2024,P0047,S029,C039651,1,8.31,0,8.31,5.74,2.57
0RD00010280,31-05-2024,P0010,S058,C032597,2,12.22,0,24.44,13.09,11.35
0RD00010281,07-04-2024,P0079,S083,C016422,1,10.92,0,10.92,6.01,4.91
0RD00010282,21-05-2023,P0041,S007,C014911,1,9.1,0,9.1,5.04,4.06
0RD00010283,26-02-2023,P0136,S068,C021836,3,5.15,0.2,12.36,6.89,5.47
0RD00010284,27-07-2024,P0071,S013,C015701,1,4.19,0,4.19,2.45,1.74
0RD00010285,21-06-2024,P0180,S033,C035078,2,10.13,0.2,16.21,10.02,6.18
0RD00010286,07-11-2023,P0087,S016,C023286,1,10.25,0,10.25,6.99,3.26
0RD00010287,17-05-2024,P0042,S087,C024832,1,8.15,0,8.15,4.52,3.63
0RD00010288,05-01-2023,P0077,S024,C037638,2,9.09,0,18.18,9.34,8.84
0RD00010289,16-05-2024,P0019,S003,C031212,1,5.14,0.2,4.11,2.12,1.99
0RD00010290,12-05-2023,P0101,S078,C029911,4,14.08,0,56.32,33.16,23.16
0RD00010291,27-11-2023,P0193,S012,C024139,4,10.8,0.1,38.88,25.69,13.19
0RD00010292,03-01-2024,P0123,S097,C011633,5,7.73,0,38.65,25.77,12.88
0RD00010293,19-01-2024,P0072,S051,C026434,5,8.4,0.2,33.6,20.18,13.42
0RD00010294,02-10-2023,P0044,S062,C042434,5,5.69,0,28.45,18.22,10.23
0RD00010295,18-11-2023,P0088,S009,C018041,2,3.94,0.15,6.7,4.1,2.6
0RD00010296,04-04-2024,P0073,S004,C016001,4,3.97,0,15.88,8.94,6.94
0RD00010297,19-05-2023,P0170,S027,C032657,5,8.88,0,44.4,28.4,16
0RD00010298,26-05-2023,P0135,S069,C012025,5,6.26,0.2,25.04,16.75,8.29
0RD00010299,02-10-2024,P0125,S053,C044139,1,13.9,0,13.9,9.19,4.71
0RD00010300,22-08-2023,P0199,S095,C036944,4,12.78,0,51.12,30.3,20.82
0RD00010301,11-07-2023,P0117,S085,C043730,3,14.94,0,44.82,23.46,21.36
0RD00010302,27-02-2024,P0194,S005,C034942,2,3.32,0,6.64,3.71,2.93
0RD00010303,22-03-2023,P0136,S064,C017258,2,4.77,0.15,8.11,4.78,3.33
0RD00010304,17-01-2024,P0180,S010,C025000,4,5.47,0,21.88,11.39,10.49
0RD00010305,18-02-2024,P0186,S044,C001287,1,14.14,0.15,12.02,6.68,5.34
0RD00010306,28-09-2023,P0045,S069,C037041,2,5.27,0,10.54,6.88,3.66
0RD00010307,22-06-2024,P0035,S033,C003613,1,11.75,0,11.75,7.11,4.64
0RD00010308,24-03-2023,P0192,S066,C035090,4,10.04,0,40.16,22.86,17.3
0RD00010309,16-10-2024,P0189,S040,C041532,5,14.49,0,72.45,42.9,29.55
0RD00010310,21-07-2023,P0179,S084,C024015,2,4.19,0.15,7.12,4.98,2.14
0RD00010311,28-01-2023,P0184,S002,C045211,2,4.56,0,9.12,4.65,4.47
0RD00010312,21-09-2024,P0157,S063,C012727,1,6.21,0,6.21,3.34,2.87
0RD00010313,30-01-2024,P0015,S039,C029039,4,4.1,0.2,13.12,9.03,4.09
0RD00010314,31-12-2024,P0077,S027,C029101,4,11.58,0,46.32,29.28,17.04
0RD00010315,07-11-2023,P0087,S071,C029262,4,10.12,0,40.48,26.57,13.91
0RD00010316,22-10-2024,P0094,S070,C037313,4,12.87,0.15,43.76,28.49,15.26
0RD00010317,23-12-2024,P0046,S045,C012353,1,13.25,0.15,11.26,7.65,3.61
0RD00010318,10-06-2024,P0046,S048,C036763,4,7.97,0,31.88,16.62,15.26
0RD00010319,18-05-2023,P0055,S084,C032567,4,11.86,0,47.44,26.48,20.96
0RD00010320,28-11-2024,P0147,S083,C039808,2,9.95,0.2,15.92,10.67,5.25
0RD00010321,16-05-2023,P0162,S041,C035423,3,10.53,0,31.59,20.37,11.22
0RD00010322,05-07-2023,P0017,S095,C019426,3,14.78,0.1,39.91,25.51,14.4
0RD00010323,13-06-2024,P0199,S069,C012664,3,9.82,0,29.46,16.05,13.41
0RD00010324,13-11-2024,P0095,S003,C024508,2,14.14,0,28.28,15.9,12.38
0RD00010325,23-09-2024,P0152,S097,C000047,5,3.74,0,18.7,12.95,5.75
0RD00010326,16-02-2024,P0135,S011,C018060,2,4.88,0.1,8.78,5.67,3.11
0RD00010327,09-11-2024,P0015,S087,C037203,4,6.6,0.15,22.44,12.07,10.37
0RD00010328,24-06-2024,P0062,S073,C023056,5,12.19,0,60.95,42.15,18.8
0RD00010329,05-02-2023,P0093,S073,C026610,2,5.57,0.2,8.91,5.33,3.58
0RD00010330,03-03-2024,P0174,S022,C007611,5,8.81,0.1,39.65,27.06,12.58
0RD00010331,25-04-2024,P0118,S064,C043661,5,8.72,0,43.6,23.9,19.7
0RD00010332,21-09-2024,P0168,S086,C010024,1,9.51,0,9.51,6.32,3.19
0RD00010333,30-08-2024,P0152,S043,C005872,3,4.54,0,13.62,9.44,4.18
0RD00010334,12-05-2024,P0142,S100,C042101,4,3.18,0,12.72,6.91,5.81
0RD00010335,24-07-2024,P0017,S061,C046416,2,8.64,0.2,13.82,8.65,5.18
0RD00010336,01-02-2024,P0153,S061,C029894,3,9.92,0,29.76,15.88,13.88
0RD00010337,04-01-2023,P0043,S008,C019615,3,9.58,0,28.74,15.16,13.58
0RD00010338,25-11-2023,P0166,S009,C003913,3,12.5,0,37.5,22.26,15.24
0RD00010339,21-03-2023,P0080,S064,C022257,3,7.22,0.1,19.49,13.64,5.85
0RD00010340,21-02-2024,P0104,S067,C025865,5,10.77,0.2,43.08,26.31,16.77
0RD00010341,11-07-2023,P0023,S017,C006147,4,6.63,0.1,23.87,12.63,11.24
0RD00010342,11-09-2023,P0084,S028,C027738,5,5.25,0,26.25,14.99,11.26
0RD00010343,29-12-2024,P0065,S064,C016806,5,11.3,0.15,48.02,26.6,21.43
0RD00010344,07-08-2024,P0146,S097,C004160,5,3.42,0.15,14.54,7.67,6.86
0RD00010345,01-04-2024,P0198,S074,C020452,5,10.07,0,50.35,32.97,17.38
0RD00010346,27-07-2023,P0125,S095,C002609,3,14.15,0.1,38.21,21.54,16.67
0RD00010347,16-07-2023,P0029,S008,C012533,2,8.63,0,17.26,10.13,7.13
0RD00010348,26-04-2024,P0004,S097,C018805,2,9.11,0,18.22,10.99,7.23
0RD00010349,16-08-2024,P0034,S095,C003862,5,12.74,0.15,54.15,28.59,25.56
0RD00010350,14-05-2023,P0013,S050,C007430,2,12.76,0,25.52,13.7,11.82
0RD00010351,30-09-2023,P0169,S041,C017502,4,9.58,0.15,32.57,19.24,13.33
0RD00010352,10-02-2024,P0189,S038,C039568,5,14.75,0,73.75,43.71,30.04
0RD00010353,25-01-2023,P0059,S018,C000714,3,8.45,0,25.35,13.58,11.77
0RD00010354,26-06-2024,P0067,S029,C019635,3,3.28,0,9.84,6.26,3.58
0RD00010355,20-02-2024,P0124,S028,C011577,2,10.87,0,21.74,14.59,7.15
0RD00010356,18-11-2024,P0009,S069,C002575,1,8.74,0,8.74,5.43,3.31
0RD00010357,12-06-2023,P0094,S019,C042516,1,7.33,0.1,6.6,3.32,3.27
0RD00010358,08-06-2024,P0198,S024,C037827,5,8.9,0,44.5,23.65,20.85
0RD00010359,10-05-2024,P0039,S042,C008735,3,14.64,0,43.92,30.41,13.51
0RD00010360,10-08-2024,P0108,S033,C013284,1,12.02,0,12.02,7.96,4.06
0RD00010361,05-12-2023,P0121,S023,C017144,3,6.28,0,18.84,12.91,5.93
0RD00010362,05-01-2023,P0173,S097,C017201,2,11.15,0,22.3,13.68,8.62
0RD00010363,16-09-2023,P0066,S091,C006754,3,4.86,0,14.58,8.64,5.94
0RD00010364,02-09-2023,P0176,S049,C022504,2,12.43,0,24.86,14.54,10.32
0RD00010365,14-05-2023,P0006,S083,C035208,5,9.35,0,46.75,24.24,22.51
0RD00010366,07-12-2023,P0055,S099,C016021,3,12.69,0,38.07,24.34,13.73
0RD00010367,16-12-2024,P0019,S033,C005077,3,7.41,0.1,20.01,10.3,9.71
0RD00010368,25-07-2023,P0197,S088,C033279,5,12.63,0,63.15,35.8,27.35
0RD00010369,10-08-2024,P0079,S098,C005955,5,9.41,0.15,39.99,20.02,19.97
0RD00010370,21-06-2023,P0056,S077,C042702,3,9.12,0.2,21.89,11.86,10.03
0RD00010371,13-03-2024,P0167,S045,C031264,2,3.55,0.2,5.68,2.97,2.71
0RD00010372,13-03-2023,P0138,S007,C020125,3,13.25,0,39.75,27.42,12.33
0RD00010373,11-06-2023,P0040,S024,C010855,1,10.86,0,10.86,6.27,4.59
0RD00010374,20-05-2024,P0022,S007,C024651,5,3.47,0.2,13.88,7.99,5.89
0RD00010375,25-05-2024,P0069,S064,C004191,4,5.17,0.1,18.61,12.1,6.51
0RD00010376,06-06-2024,P0041,S022,C004516,5,7.49,0,37.45,20.54,16.91
0RD00010377,31-10-2023,P0008,S052,C011123,2,9.64,0,19.28,12.6,6.68
0RD00010378,15-01-2023,P0083,S005,C044822,3,14.14,0,42.42,22.55,19.87
0RD00010379,11-09-2024,P0200,S030,C024811,3,13.54,0,40.62,23.01,17.61
0RD00010380,09-04-2023,P0059,S078,C044026,5,13.54,0,67.7,40.27,27.43
0RD00010381,03-07-2023,P0092,S099,C022179,3,9.32,0,27.96,15.47,12.49
0RD00010382,21-04-2023,P0180,S054,C031948,3,8.39,0,25.17,16.45,8.72
0RD00010383,18-07-2024,P0051,S013,C028589,4,5.31,0,21.24,14.63,6.61
0RD00010384,16-03-2024,P0129,S088,C011847,5,9.58,0.1,43.11,24.53,18.58
0RD00010385,18-09-2024,P0187,S073,C022559,5,11.33,0.1,50.98,33.97,17.01
0RD00010386,21-02-2023,P0055,S010,C013034,3,8.9,0.2,21.36,13.12,8.24
0RD00010387,02-04-2023,P0177,S004,C023310,4,9.05,0,36.2,23.89,12.31
0RD00010388,02-06-2024,P0028,S042,C048308,5,8.13,0,40.65,21.04,19.61
0RD00010389,21-05-2023,P0074,S090,C028958,2,9.44,0,18.88,10.17,8.71
0RD00010390,21-01-2024,P0077,S010,C011400,3,6.33,0,18.99,13.05,5.94
0RD00010391,08-03-2023,P0077,S083,C028194,2,12.9,0,25.8,13.08,12.72
0RD00010392,01-11-2023,P0192,S020,C009038,5,4.74,0.1,21.33,12.53,8.8
0RD00010393,28-03-2023,P0032,S075,C010342,3,9.7,0,29.1,18.2,10.9
0RD00010394,15-05-2024,P0129,S080,C017662,2,13.49,0.2,21.58,12.32,9.27
0RD00010395,21-09-2024,P0025,S057,C030171,2,6.27,0.1,11.29,7.7,3.59
0RD00010396,08-10-2023,P0026,S009,C006086,4,5.14,0,20.56,12.94,7.62
0RD00010397,28-05-2024,P0078,S053,C017693,1,10.89,0,10.89,7.45,3.44
0RD00010398,29-04-2024,P0162,S091,C026461,2,8.83,0,17.66,9.35,8.31
0RD00010399,08-09-2024,P0109,S010,C030602,4,11.61,0,46.44,32.49,13.95
0RD00010400,24-07-2024,P0029,S047,C013448,3,8.17,0.1,22.06,13.84,8.22
0RD00010401,07-06-2023,P0017,S028,C000466,1,14.38,0.1,12.94,7.48,5.46
0RD00010402,13-10-2023,P0048,S042,C024733,3,5.72,0,17.16,11.33,5.83
0RD00010403,25-06-2024,P0004,S092,C012069,1,13.25,0.15,11.26,6.74,4.52
0RD00010404,21-07-2023,P0101,S096,C034616,2,13.01,0,26.02,16.26,9.76
0RD00010405,09-12-2023,P0152,S081,C038060,2,9.02,0.15,15.33,9.97,5.36
0RD00010406,29-03-2023,P0186,S094,C041776,4,11.16,0.1,40.18,22.87,17.3
0RD00010407,09-05-2023,P0124,S074,C026576,1,4.99,0,4.99,2.89,2.1
0RD00010408,18-03-2023,P0103,S096,C047141,3,11.38,0,34.14,23.27,10.87
0RD00010409,05-12-2024,P0055,S001,C039482,3,3.65,0,10.95,7.51,3.44
0RD00010410,27-02-2023,P0123,S034,C032582,4,13.46,0,53.84,32.77,21.07
0RD00010411,06-11-2023,P0103,S077,C008001,2,14.45,0.2,23.12,16.15,6.97
0RD00010412,28-11-2024,P0009,S019,C024406,2,11.37,0,22.74,15.88,6.86
0RD00010413,19-04-2024,P0027,S020,C003989,4,8.84,0,35.36,23.69,11.67
0RD00010414,28-12-2023,P0152,S062,C011863,1,3.59,0.1,3.23,1.87,1.36
0RD00010415,19-12-2023,P0043,S091,C036778,3,12.82,0,38.46,25.91,12.55
0RD00010416,08-08-2023,P0064,S092,C046826,3,10.99,0,32.97,22.56,10.41
0RD00010417,11-09-2024,P0074,S055,C045975,4,11.09,0,44.36,27.07,17.29
0RD00010418,10-01-2023,P0113,S061,C016263,5,7.52,0,37.6,22.41,15.19
0RD00010419,07-04-2023,P0084,S059,C003393,3,4.47,0.15,11.4,7.8,3.6
0RD00010420,10-05-2024,P0170,S072,C040686,1,7.03,0,7.03,4.11,2.92
0RD00010421,30-10-2023,P0049,S004,C010995,1,5.27,0,5.27,2.77,2.5
0RD00010422,12-10-2024,P0165,S033,C025228,2,4.47,0,8.94,4.71,4.23
0RD00010423,13-04-2024,P0127,S088,C040656,4,9.59,0.2,30.69,19.77,10.91
0RD00010424,19-01-2023,P0191,S085,C024950,3,12.75,0,38.25,25.71,12.54
0RD00010425,29-12-2023,P0145,S065,C040774,2,13.44,0.15,22.85,11.58,11.27
0RD00010426,05-04-2023,P0182,S040,C023724,5,7.11,0,35.55,20.33,15.22
0RD00010427,20-04-2023,P0166,S018,C041163,5,5,0.1,22.5,15.33,7.17
0RD00010428,06-12-2024,P0035,S009,C043617,4,9.15,0,36.6,25.38,11.22
0RD00010429,23-12-2024,P0114,S035,C002558,2,13.64,0.1,24.55,12.33,12.22
0RD00010430,28-08-2023,P0096,S079,C010725,2,3.39,0,6.78,4.63,2.15
0RD00010431,27-02-2024,P0125,S099,C008683,4,10.38,0.1,37.37,23.08,14.28
0RD00010432,08-05-2024,P0106,S050,C033381,5,3.31,0,16.55,9.15,7.4
0RD00010433,13-03-2024,P0006,S003,C023791,3,13.79,0,41.37,22.8,18.57
0RD00010434,31-08-2023,P0045,S014,C021633,5,8.05,0,40.25,22.4,17.85
0RD00010435,03-12-2023,P0190,S041,C049245,3,7.79,0,23.37,16.32,7.05
0RD00010436,08-03-2024,P0090,S024,C019799,2,13.13,0,26.26,16.31,9.95
0RD00010437,13-11-2023,P0120,S024,C026998,2,3.18,0.15,5.41,3.06,2.35
0RD00010438,07-08-2023,P0166,S039,C030712,3,7.06,0,21.18,13.02,8.16
0RD00010439,01-11-2024,P0150,S078,C041296,4,13.13,0,52.52,27.64,24.88
0RD00010440,07-08-2023,P0146,S093,C037429,5,6.83,0,34.15,22.24,11.91
0RD00010441,31-07-2023,P0070,S004,C020231,3,14.84,0,44.52,26.26,18.26
0RD00010442,12-05-2023,P0091,S039,C038755,2,8.01,0,16.02,10.04,5.98
0RD00010443,17-02-2024,P0115,S012,C024788,5,9.61,0,48.05,28.35,19.7
0RD00010444,03-05-2023,P0085,S069,C044535,4,10.69,0,42.76,22.85,19.91
0RD00010445,10-11-2023,P0071,S050,C000091,2,3.41,0.15,5.8,3.26,2.54
0RD00010446,03-02-2024,P0004,S046,C003141,4,6.52,0.2,20.86,13.91,6.96
0RD00010447,04-04-2023,P0090,S042,C005373,2,6.85,0,13.7,9.47,4.23
0RD00010448,04-12-2023,P0030,S093,C039398,1,13.46,0,13.46,8.9,4.56
0RD00010449,16-09-2023,P0053,S072,C035373,4,13.79,0,55.16,34.18,20.98
0RD00010450,25-12-2023,P0004,S072,C037142,5,7.8,0,39,22.35,16.65
0RD00010451,01-07-2023,P0188,S090,C026573,5,8.9,0,44.5,30.85,13.65
0RD00010452,18-06-2024,P0003,S077,C025731,4,6.61,0,26.44,15.85,10.59
0RD00010453,17-08-2023,P0101,S038,C032047,5,13.89,0,69.45,41.5,27.95
0RD00010454,19-06-2024,P0053,S003,C003499,4,3.65,0,14.6,8.9,5.7
0RD00010455,20-03-2024,P0131,S063,C049940,5,11.11,0.2,44.44,24.05,20.39
0RD00010456,07-08-2023,P0055,S099,C041872,5,9.26,0.15,39.35,25.2,14.16
0RD00010457,21-07-2023,P0140,S100,C036043,3,14.37,0,43.11,28.52,14.59
0RD00010458,30-10-2024,P0112,S020,C016653,2,9.07,0.15,15.42,9.52,5.9
0RD00010459,10-07-2024,P0174,S052,C015427,5,5.11,0,25.55,16.03,9.52
0RD00010460,05-01-2024,P0151,S065,C030027,2,14.12,0,28.24,19.36,8.88
0RD00010461,10-06-2023,P0162,S079,C005905,4,10.52,0,42.08,24.7,17.38
0RD00010462,07-02-2024,P0117,S048,C026628,4,10.2,0,40.8,21.11,19.69
0RD00010463,18-02-2024,P0024,S050,C028101,3,12.5,0.15,31.88,22.13,9.74
0RD00010464,15-09-2024,P0110,S095,C006190,2,12.53,0.2,20.05,12.51,7.54
0RD00010465,16-04-2023,P0158,S049,C022674,4,3.12,0,12.48,6.28,6.2
0RD00010466,17-10-2023,P0144,S043,C030003,3,13.07,0,39.21,24.41,14.8
0RD00010467,08-09-2023,P0101,S022,C035939,2,10.14,0.2,16.22,10.77,5.45
0RD00010468,07-02-2024,P0197,S038,C035109,2,6.22,0,12.44,8.55,3.89
0RD00010469,15-08-2023,P0010,S035,C009446,5,4.18,0.2,16.72,10.51,6.21
0RD00010470,23-07-2024,P0174,S040,C023268,1,4.07,0,4.07,2.27,1.8
0RD00010471,17-10-2023,P0100,S044,C040147,2,5.7,0,11.4,6.7,4.7
0RD00010472,28-08-2024,P0150,S021,C047727,4,13.52,0,54.08,31.76,22.32
0RD00010473,12-04-2023,P0190,S054,C020790,5,8.4,0,42,22.99,19.01
